capital,valor,var_mensal,pct_sal,tempo,var_ano,var_12,aammes
Natal,501.7,4.91,49.31,100h20m,9.35,16.79,202105
João Pessoa,491.63,0.32,48.32,98h20m,3.46,11.67,202105
Recife,480.8,1.97,47.25,96h10m,2.43,6.5,202105
Salvador,470.14,2.75,46.21,94h02m,-1.87,14.58,202105
Aracaju,468.43,-0.26,46.04,93h41m,3.37,17.06,202105
Florianópolis,645.38,1.42,63.43,129h05m,4.84,24.84,202106
Porto Alegre,642.31,0.84,63.13,128h28m,4.33,25.35,202106
São Paulo,626.76,-1.51,61.6,125h21m,-0.74,14.58,202106
Rio de Janeiro,619.24,-0.57,60.86,123h51m,-0.3,20.75,202106
Curitiba,618.57,1.59,60.79,123h43m,14.47,22.24,202106
Vitória,611.29,-0.92,60.08,122h16m,1.83,22.26,202106
Brasília,584.99,-0.55,57.49,117h00m,-1.15,29.87,202106
Campo Grande,566.78,-1.43,55.7,113h22m,-1.68,19.32,202106
Goiânia,551.49,-2.23,54.2,110h18m,-2.18,14.71,202106
Fortaleza,541.61,1.77,53.23,108h19m,1.24,16.65,202106
Belo Horizonte,532.01,-1.49,52.29,106h24m,-6.42,11.96,202106
Belém,518.53,0.52,50.96,103h43m,3.52,14.25,202106
Natal,500.2,-0.3,49.16,100h02m,9.03,13.05,202106
João Pessoa,495.76,0.84,48.72,99h09m,4.33,15.18,202106
Recife,483.92,0.65,47.56,96h47m,3.1,11.17,202106
Aracaju,470.97,0.54,46.29,94h11m,3.93,12.13,202106
Salvador,467.3,-0.6,45.93,93h28m,-2.46,11.48,202106
Porto Alegre,656.92,2.27,64.56,131h23m,6.7,28.5,202107
Florianópolis,654.43,1.4,64.32,130h53m,6.31,25.36,202107
São Paulo,640.51,2.19,62.95,128h06m,1.43,22.06,202107
Rio de Janeiro,621.34,0.34,61.07,124h16m,0.04,22.86,202107
Curitiba,619.83,0.2,60.92,123h58m,14.71,17.81,202107
Vitória,612.45,0.19,60.19,122h29m,2.03,26.33,202107
Campo Grande,588.84,3.89,57.87,117h46m,2.14,22.73,202107
Brasília,582.35,-0.45,57.23,116h28m,-1.6,29.42,202107
Fortaleza,562.82,3.92,55.31,112h34m,5.21,23.77,202107
Goiânia,562.13,1.93,55.25,112h26m,-0.3,18.88,202107
Belo Horizonte,549.49,3.29,54.0,109h54m,-3.35,18.15,202107
Belém,522.66,0.8,51.37,104h32m,4.35,18.52,202107
Natal,506.51,1.26,49.78,101h18m,10.4,17.61,202107
João Pessoa,492.3,-0.7,48.38,98h28m,3.6,17.85,202107
Aracaju,488.42,3.71,48.0,97h41m,7.78,24.36,202107
Recife,487.6,0.76,47.92,97h31m,3.88,11.81,202107
Salvador,482.58,3.27,47.43,96h31m,0.73,16.22,202107
Porto Alegre,664.67,1.18,65.32,132h56m,7.96,25.74,202108
Florianópolis,659.0,0.7,64.77,131h48m,7.06,24.24,202108
São Paulo,650.5,1.56,63.93,130h06m,3.02,20.47,202108
Rio de Janeiro,634.18,2.07,62.33,126h50m,2.11,19.71,202108
Vitória,618.96,1.06,60.83,123h47m,3.11,21.5,202108
Campo Grande,609.33,3.48,59.89,121h52m,5.7,25.78,202108
Curitiba,600.47,-3.12,59.01,120h05m,11.12,18.78,202108
Brasília,594.59,2.1,58.44,118h55m,0.47,34.13,202108
Goiânia,565.4,0.58,55.57,113h05m,0.28,17.02,202108
Belo Horizonte,562.95,2.45,55.33,112h35m,-0.98,17.75,202108
Fortaleza,552.24,-1.88,54.27,110h27m,3.23,19.5,202108
Belém,530.13,1.43,52.1,106h02m,5.84,20.07,202108
Natal,508.04,0.3,49.93,101h37m,10.73,21.11,202108
Recife,491.46,0.79,48.3,98h17m,4.7,11.9,202108
João Pessoa,490.93,-0.28,48.25,98h11m,3.31,18.44,202108
Salvador,485.44,0.59,47.71,97h05m,1.33,15.93,202108
Aracaju,456.4,-6.56,44.86,91h17m,0.71,14.54,202108
São Paulo,673.45,3.53,66.19,134h41m,6.65,19.54,202109
Porto Alegre,672.39,1.16,66.08,134h29m,9.21,21.62,202109
Florianópolis,662.85,0.58,65.14,132h34m,7.68,13.81,202109
Rio de Janeiro,643.06,1.4,63.2,128h37m,3.54,14.07,202109
Vitória,633.03,2.27,62.21,126h37m,5.46,17.37,202109
Campo Grande,630.83,3.53,62.0,126h10m,9.43,28.01,202109
Brasília,617.65,3.88,60.7,123h32m,4.36,38.56,202109
Curitiba,610.85,1.73,60.03,122h10m,13.05,16.52,202109
Belo Horizonte,582.61,3.49,57.26,116h31m,2.48,18.51,202109
Goiânia,574.08,1.54,56.42,114h49m,1.82,12.45,202109
Fortaleza,552.09,-0.03,54.26,110h25m,3.2,13.66,202109
Belém,532.56,0.46,52.34,106h31m,6.32,15.97,202109
Natal,493.29,-2.9,48.48,98h40m,7.52,16.81,202109
Recife,489.4,-0.42,48.1,97h53m,4.26,5.4,202109
Salvador,478.86,-1.36,47.06,95h46m,-0.05,4.25,202109
João Pessoa,476.63,-2.91,46.84,95h20m,0.3,10.32,202109
Aracaju,454.03,-0.52,44.62,90h49m,0.19,6.3,202109
Florianópolis,700.69,5.71,68.86,140h08m,13.83,19.83,202110
São Paulo,693.79,3.02,68.19,138h46m,9.87,16.43,202110
Porto Alegre,691.08,2.78,67.92,138h13m,12.25,18.87,202110
Rio de Janeiro,673.85,4.79,66.23,134h46m,8.49,13.78,202110
Vitória,670.99,6.0,65.94,134h12m,11.78,21.37,202110
Campo Grande,653.4,3.58,64.22,130h41m,13.34,25.62,202110
Brasília,644.09,4.28,63.3,128h49m,8.83,31.65,202110
Curitiba,639.89,4.75,62.89,127h59m,18.42,22.79,202110
Belo Horizonte,598.79,2.78,58.85,119h46m,5.32,15.86,202110
Goiânia,591.78,3.08,58.16,118h22m,4.96,10.08,202110
Fortaleza,563.96,2.15,55.43,112h47m,5.42,10.46,202110
Belém,538.44,1.1,52.92,107h41m,7.5,15.0,202110
Natal,504.66,2.3,49.6,100h56m,10.0,15.55,202110
João Pessoa,491.12,3.04,48.27,98h13m,3.35,9.15,202110
Salvador,487.59,1.82,47.92,97h31m,1.78,7.28,202110
Recife,485.26,-0.85,47.69,97h03m,3.38,3.44,202110
Aracaju,464.17,2.23,45.62,92h50m,2.43,4.95,202110
Florianópolis,710.53,1.4,69.83,142h07m,15.43,15.16,202111
São Paulo,692.27,-0.22,68.04,138h27m,9.63,10.03,202111
Porto Alegre,685.32,-0.83,67.35,137h04m,11.31,11.07,202111
Vitória,668.17,-0.42,65.67,133h38m,11.31,10.15,202111
Rio de Janeiro,665.6,-1.22,65.42,133h07m,7.17,5.71,202111
Campo Grande,645.17,-1.26,63.41,129h02m,11.92,9.52,202111
Curitiba,638.96,-0.15,62.8,127h47m,18.25,16.75,202111
Brasília,631.95,-1.88,62.11,126h23m,6.78,10.36,202111
Goiânia,599.64,1.33,58.93,119h56m,6.36,7.57,202111
Belo Horizonte,594.97,-0.64,58.47,118h59m,4.65,7.71,202111
Fortaleza,580.36,2.91,57.04,116h04m,8.49,7.61,202111
Belém,550.64,2.27,54.12,110h08m,9.93,13.18,202111
Recife,524.73,8.13,51.57,104h57m,11.79,13.34,202111
Natal,521.08,3.25,51.21,104h13m,13.58,14.41,202111
João Pessoa,508.91,3.62,50.02,101h47m,7.1,11.89,202111
Salvador,505.94,3.76,49.72,101h11m,5.61,3.65,202111
Aracaju,473.26,1.96,46.51,94h39m,4.44,4.86,202111
Curitiba,628.46,-1.64,61.77,125h41m,16.3,,202112
Natal,529.54,1.62,52.04,105h55m,15.42,,202112
Recife,532.37,1.46,52.32,106h28m,13.42,,202112
Florianópolis,689.56,-2.95,67.77,137h55m,12.02,,202112
Campo Grande,641.37,-0.59,63.03,128h16m,11.26,,202112
Belém,556.87,1.13,54.73,111h22m,11.18,,202112
Porto Alegre,682.9,-0.35,67.12,136h35m,10.92,,202112
Vitória,662.01,-0.92,65.06,132h24m,10.28,,202112
São Paulo,690.51,-0.25,67.86,138h06m,9.35,,202112
Fortaleza,579.06,-0.22,56.91,115h49m,8.24,,202112
Salvador,518.21,2.43,50.93,103h38m,8.17,,202112
João Pessoa,510.82,0.38,50.2,102h10m,7.5,,202112
Rio de Janeiro,666.26,0.1,65.48,133h15m,7.27,,202112
Belo Horizonte,605.16,1.71,59.48,121h02m,6.44,,202112
Goiânia,597.24,-0.4,58.7,119h27m,5.93,,202112
Aracaju,478.05,1.01,46.98,95h37m,5.49,,202112
Brasília,621.56,-1.64,61.09,124h19m,5.03,,202112
São Paulo,713.86,3.38,63.67,129h35m,,9.13,202201
Florianópolis,695.59,0.87,62.05,126h16m,,6.79,202201
Rio de Janeiro,692.83,3.99,61.8,125h46m,,7.58,202201
Vitória,677.54,2.35,60.44,122h59m,,8.47,202201
Porto Alegre,673.0,-1.45,60.03,122h10m,,7.47,202201
Brasília,661.09,6.36,58.97,120h00m,,7.62,202201
Campo Grande,660.11,2.92,58.88,119h49m,,14.08,202201
Curitiba,636.57,1.29,56.78,115h33m,,13.73,202201
Belo Horizonte,632.83,4.57,56.45,114h52m,,6.85,202201
Goiânia,624.91,4.63,55.74,113h26m,,8.73,202201
Fortaleza,607.35,4.89,54.17,110h15m,,13.96,202201
Belém,563.97,1.27,50.31,102h22m,,11.17,202201
Natal,551.06,4.06,49.15,100h02m,,21.25,202201
Recife,543.1,2.02,48.44,98h35m,,14.52,202201
Salvador,540.01,4.21,48.17,98h01m,,10.45,202201
João Pessoa,538.65,5.45,48.05,97h46m,,14.15,202201
Aracaju,507.82,6.23,45.3,92h11m,,12.64,202201
São Paulo,715.65,0.25,63.83,129h54m,3.64,11.91,202202
Florianópolis,707.56,1.72,63.11,128h26m,2.61,10.59,202202
Rio de Janeiro,697.37,0.66,62.2,126h35m,4.67,10.73,202202
Porto Alegre,695.91,3.4,62.07,126h19m,1.91,10.0,202202
Vitória,682.54,0.74,60.88,123h53m,3.1,12.03,202202
Campo Grande,678.43,2.78,60.51,123h09m,5.78,23.0,202202
Brasília,670.98,1.5,59.85,121h48m,7.95,13.45,202202
Curitiba,652.9,2.57,58.24,118h31m,3.89,13.99,202202
Belo Horizonte,642.01,1.45,57.27,116h32m,6.09,11.94,202202
Goiânia,641.09,2.59,57.18,116h22m,7.34,14.34,202202
Fortaleza,609.6,0.37,54.38,110h39m,5.27,16.46,202202
Belém,574.86,1.93,51.28,104h21m,3.23,12.07,202202
Natal,557.2,1.11,49.7,101h08m,5.22,19.98,202202
Salvador,552.3,2.28,49.26,100h15m,6.58,15.26,202202
João Pessoa,549.33,1.98,49.0,99h43m,7.54,13.37,202202
Recife,549.2,1.12,48.99,99h41m,3.16,16.92,202202
Aracaju,516.82,1.77,46.1,93h49m,8.11,15.9,202202
São Paulo,761.19,6.36,67.9,138h10m,10.24,21.6,202203
Rio de Janeiro,750.71,7.65,66.96,136h16m,12.68,22.55,202203
Florianópolis,745.47,5.36,66.49,135h19m,8.11,17.81,202203
Porto Alegre,734.28,5.51,65.5,133h17m,7.52,17.79,202203
Campo Grande,715.81,5.51,63.85,129h56m,11.61,29.44,202203
Vitória,704.93,3.28,62.88,127h58m,6.48,18.1,202203
Brasília,704.65,5.02,62.85,127h55m,13.37,21.33,202203
Curitiba,701.59,7.46,62.58,127h21m,11.64,21.56,202203
Belo Horizonte,669.47,4.28,59.72,121h31m,10.63,20.48,202203
Goiânia,663.48,3.49,59.18,120h26m,11.09,20.18,202203
Fortaleza,635.02,4.17,56.64,115h16m,9.66,22.82,202203
Belém,585.91,1.92,52.26,106h21m,5.21,13.6,202203
Natal,575.33,3.25,51.32,104h26m,8.65,20.47,202203
João Pessoa,567.84,3.37,50.65,103h04m,11.16,18.67,202203
Recife,561.57,2.25,50.09,101h56m,5.48,21.73,202203
Salvador,560.39,1.46,49.99,101h43m,8.14,21.49,202203
Aracaju,524.99,1.58,46.83,95h18m,9.82,11.99,202203
São Paulo,803.99,5.62,71.71,145h56m,16.43,27.09,202204
Florianópolis,788.0,5.71,70.29,143h02m,14.28,24.19,202204
Porto Alegre,780.86,6.34,69.65,141h44m,14.34,24.72,202204
Rio de Janeiro,768.42,2.36,68.54,139h29m,15.33,23.53,202204
Campo Grande,761.73,6.42,67.94,138h16m,18.77,29.93,202204
Brasília,741.55,5.24,66.14,134h36m,19.3,26.26,202204
Curitiba,739.28,5.37,65.94,134h11m,17.63,26.67,202204
Vitória,729.31,3.46,65.05,132h23m,10.17,19.37,202204
Belo Horizonte,693.41,3.58,61.85,125h52m,14.58,22.56,202204
Goiânia,682.87,2.92,60.91,123h57m,14.34,22.76,202204
Fortaleza,647.63,1.99,57.77,117h34m,11.84,23.3,202204
Belém,610.31,4.16,54.44,110h47m,9.6,20.65,202204
Natal,595.37,3.48,53.11,108h04m,12.43,24.49,202204
Recife,582.74,3.77,51.98,105h47m,9.46,23.59,202204
Salvador,575.84,2.76,51.36,104h32m,11.12,25.85,202204
João Pessoa,573.7,1.03,51.17,104h08m,12.31,17.07,202204
Aracaju,551.47,5.04,49.19,100h06m,15.36,17.42,202204
São Paulo,777.93,-3.24,69.39,141h13m,12.66,22.24,202205
Florianópolis,772.07,-2.02,68.87,140h08m,11.97,21.32,202205
Porto Alegre,768.76,-1.55,68.57,139h32m,12.57,20.69,202205
Rio de Janeiro,723.55,-5.84,64.54,131h20m,8.6,16.18,202205
Curitiba,713.68,-3.46,63.66,129h33m,13.56,17.21,202205
Campo Grande,706.12,-7.3,62.98,128h10m,10.1,22.8,202205
Vitória,698.24,-4.26,62.28,126h44m,5.47,13.17,202205
Brasília,696.34,-6.1,62.11,126h24m,12.03,18.38,202205
Goiânia,674.63,-1.21,60.18,122h28m,12.96,19.61,202205
Belo Horizonte,653.12,-5.81,58.26,118h33m,7.93,20.93,202205
Belém,628.58,2.99,56.07,114h06m,12.88,21.86,202205
Fortaleza,628.46,-2.96,56.06,114h05m,8.53,18.08,202205
Recife,595.89,2.26,53.15,108h10m,11.93,23.94,202205
Natal,586.42,-1.5,52.31,106h27m,10.74,16.89,202205
Salvador,578.88,0.53,51.64,105h05m,11.71,23.13,202205
João Pessoa,567.67,-1.05,50.64,103h02m,11.13,15.47,202205
Aracaju,548.38,-0.56,48.91,99h32m,14.71,17.07,202205
São Paulo,777.01,-0.12,69.31,141h02m,12.53,23.97,202206
Florianópolis,760.41,-1.51,67.83,138h02m,10.27,17.82,202206
Porto Alegre,754.19,-1.9,67.27,136h54m,10.44,17.42,202206
Rio de Janeiro,733.14,1.33,65.39,133h05m,10.04,18.39,202206
Campo Grande,702.65,-0.49,62.68,127h32m,9.55,23.97,202206
Curitiba,701.26,-1.74,62.55,127h17m,11.58,13.37,202206
Brasília,698.36,0.29,62.29,126h46m,12.36,19.38,202206
Vitória,692.84,-0.77,61.8,125h46m,4.66,13.34,202206
Goiânia,674.08,-0.08,60.13,122h22m,12.87,22.23,202206
Fortaleza,657.0,4.54,58.6,119h16m,13.46,21.3,202206
Belo Horizonte,648.77,-0.67,57.87,117h46m,7.21,21.95,202206
Belém,632.26,0.59,56.4,114h46m,13.54,21.93,202206
Recife,612.34,2.76,54.62,111h09m,15.02,26.54,202206
Natal,611.79,4.33,54.57,111h03m,15.53,22.31,202206
João Pessoa,586.73,3.36,52.34,106h30m,14.86,18.35,202206
Salvador,580.82,0.34,51.81,105h26m,12.08,24.29,202206
Aracaju,549.91,0.28,49.05,99h49m,15.03,16.76,202206
São Paulo,760.45,-2.13,67.83,138h02m,10.13,18.73,202207
Florianópolis,753.73,-0.88,67.23,136h49m,9.31,15.17,202207
Porto Alegre,752.84,-0.18,67.15,136h39m,10.24,14.6,202207
Rio de Janeiro,723.75,-1.28,64.56,131h22m,8.63,16.48,202207
Campo Grande,707.0,0.62,63.06,128h20m,10.23,20.07,202207
Brasília,703.93,0.8,62.79,127h47m,13.25,20.88,202207
Vitória,700.75,1.14,62.51,127h12m,5.85,14.42,202207
Curitiba,688.78,-1.78,61.44,125h02m,9.6,11.12,202207
Goiânia,672.91,-0.17,60.02,122h09m,12.67,19.71,202207
Belo Horizonte,652.07,0.51,58.16,118h22m,7.75,18.67,202207
Fortaleza,641.46,-2.37,57.22,116h26m,10.78,13.97,202207
Belém,633.14,0.14,56.47,114h56m,13.7,21.14,202207
Recife,616.63,0.7,55.0,111h56m,15.83,26.46,202207
Natal,587.58,-3.96,52.41,106h40m,10.96,16.01,202207
Salvador,586.54,0.98,52.32,106h28m,13.19,21.54,202207
João Pessoa,572.63,-2.4,51.08,103h56m,12.1,16.32,202207
Aracaju,542.5,-1.35,48.39,98h28m,13.48,11.07,202207
São Paulo,749.78,-1.4,66.88,136h06m,8.58,15.26,202208
Porto Alegre,748.06,-0.63,66.73,135h47m,9.54,12.55,202208
Florianópolis,746.21,-1.0,66.56,135h27m,8.22,13.23,202208
Rio de Janeiro,717.82,-0.82,64.03,130h18m,7.74,13.19,202208
Campo Grande,698.31,-1.23,62.29,126h46m,8.88,14.6,202208
Vitória,697.39,-0.48,62.21,126h35m,5.34,12.67,202208
Brasília,689.31,-2.08,61.49,125h07m,10.9,15.93,202208
Curitiba,685.69,-0.45,61.16,124h28m,9.11,14.19,202208
Goiânia,660.83,-1.8,58.94,119h57m,10.65,16.88,202208
Belo Horizonte,638.19,-2.13,56.93,115h50m,5.46,13.37,202208
Belém,634.85,0.27,56.63,115h14m,14.0,19.75,202208
Fortaleza,626.98,-2.26,55.93,113h49m,8.28,13.53,202208
Recife,598.14,-3.0,53.35,108h34m,12.35,21.71,202208
Natal,580.74,-1.16,51.8,105h25m,9.67,14.31,202208
Salvador,576.93,-1.64,51.46,104h43m,11.33,18.85,202208
João Pessoa,568.21,-0.77,50.68,103h08m,11.23,15.74,202208
Aracaju,539.57,-0.54,48.13,97h56m,12.87,18.22,202208
São Paulo,750.74,0.13,66.96,136h16m,8.72,11.48,202209
Florianópolis,746.55,0.05,66.59,135h31m,8.26,12.63,202209
Porto Alegre,743.94,-0.55,66.36,135h02m,8.94,10.64,202209
Rio de Janeiro,714.14,-0.51,63.7,129h38m,7.19,11.05,202209
Campo Grande,711.09,1.83,63.43,129h05m,10.87,12.72,202209
Brasília,687.21,-0.3,61.3,124h44m,10.56,11.26,202209
Vitória,686.26,-1.6,61.21,124h34m,3.66,8.41,202209
Curitiba,678.73,-1.02,60.54,123h12m,8.0,11.11,202209
Goiânia,658.7,-0.32,58.75,119h34m,10.29,14.74,202209
Belo Horizonte,650.16,1.88,57.99,118h01m,7.44,11.59,202209
Belém,622.46,-1.95,55.52,112h59m,11.78,16.88,202209
Fortaleza,620.87,-0.97,55.38,112h42m,7.22,12.46,202209
Natal,581.53,0.14,51.87,105h34m,9.82,17.89,202209
Recife,580.01,-3.03,51.74,105h17m,8.95,18.51,202209
João Pessoa,562.32,-1.04,50.16,102h04m,10.08,17.98,202209
Salvador,560.31,-2.88,49.98,101h43m,8.12,17.01,202209
Aracaju,518.68,-3.87,46.27,94h09m,8.5,14.24,202209
Porto Alegre,768.82,3.34,68.58,139h33m,12.58,11.25,202210
São Paulo,762.2,1.53,67.99,138h21m,10.38,9.86,202210
Florianópolis,753.82,0.97,67.24,136h50m,9.32,7.58,202210
Rio de Janeiro,736.28,3.1,65.67,133h39m,10.51,9.26,202210
Campo Grande,733.65,3.17,65.44,133h10m,14.39,12.28,202210
Vitória,707.78,3.14,63.13,128h28m,6.91,5.48,202210
Brasília,699.09,1.73,62.36,126h54m,12.47,8.54,202210
Curitiba,696.31,2.59,62.11,126h23m,10.8,8.82,202210
Goiânia,675.79,2.59,60.28,122h40m,13.15,14.2,202210
Belo Horizonte,662.37,1.88,59.08,120h14m,9.45,10.62,202210
Fortaleza,622.57,0.27,55.53,113h01m,7.51,10.39,202210
Belém,615.22,-1.16,54.88,111h40m,10.48,14.26,202210
Natal,573.4,-1.4,51.15,104h05m,8.28,13.62,202210
Salvador,562.59,0.41,50.18,102h07m,8.56,15.38,202210
João Pessoa,559.57,-0.49,49.91,101h34m,9.54,13.94,202210
Recife,558.4,-3.73,49.81,101h22m,4.89,15.07,202210
Aracaju,515.51,-0.61,45.98,93h34m,7.84,11.06,202210
São Paulo,782.68,2.69,69.81,142h04m,13.35,13.06,202211
Porto Alegre,781.52,1.65,69.71,141h52m,14.44,14.04,202211
Florianópolis,776.14,2.96,69.23,140h53m,12.56,9.23,202211
Rio de Janeiro,749.25,1.76,66.83,136h00m,12.46,12.57,202211
Campo Grande,738.53,0.67,65.88,134h04m,15.15,14.47,202211
Vitória,713.57,0.82,63.65,129h32m,7.79,6.79,202211
Brasília,712.2,1.88,63.53,129h17m,14.58,12.7,202211
Curitiba,709.84,1.94,63.32,128h51m,12.95,11.09,202211
Belo Horizonte,693.37,4.68,61.85,125h52m,14.58,16.54,202211
Goiânia,689.49,2.03,61.5,125h09m,15.45,14.98,202211
Fortaleza,630.67,1.3,56.25,114h29m,8.91,8.67,202211
Belém,624.29,1.47,55.69,113h19m,12.11,13.38,202211
Natal,566.95,-1.12,50.57,102h55m,7.06,8.8,202211
João Pessoa,552.43,-1.28,49.28,100h17m,8.15,8.55,202211
Recife,551.3,-1.27,49.17,100h04m,3.56,5.06,202211
Salvador,550.67,-2.12,49.12,99h58m,6.26,8.84,202211
Aracaju,511.97,-0.69,45.67,92h56m,7.1,8.18,202211
Goiânia,704.63,2.2,62.85,127h54m,17.98,,202212
Brasília,728.78,2.33,65.01,132h17m,17.25,,202212
Campo Grande,744.21,0.77,66.38,135h05m,16.03,,202212
Belo Horizonte,696.32,0.43,62.11,126h23m,15.06,,202212
Belém,639.44,2.43,57.04,116h04m,14.83,,202212
São Paulo,791.29,1.1,70.58,143h38m,14.6,,202212
Rio de Janeiro,752.74,0.47,67.14,136h38m,12.98,,202212
Fortaleza,653.99,3.7,58.33,118h43m,12.94,,202212
Porto Alegre,765.63,-2.03,68.29,138h59m,12.11,,202212
Florianópolis,769.19,-0.9,68.61,139h37m,11.55,,202212
Curitiba,698.66,-1.58,62.32,126h49m,11.17,,202212
Natal,584.36,3.07,52.12,106h04m,10.35,,202212
Salvador,570.7,3.64,50.91,103h35m,10.13,,202212
Vitória,728.78,2.13,65.01,132h17m,10.09,,202212
João Pessoa,561.84,1.7,50.12,101h59m,9.99,,202212
Aracaju,521.05,1.77,46.48,94h35m,8.99,,202212
Recife,565.09,2.5,50.4,102h34m,6.15,,202212
São Paulo,790.57,-0.09,65.64,133h35m,,10.75,202301
Rio de Janeiro,770.19,2.32,63.95,130h08m,,11.17,202301
Florianópolis,760.65,-1.11,63.16,128h32m,,9.35,202301
Porto Alegre,757.33,-1.08,62.88,127h58m,,12.53,202301
Campo Grande,743.09,-0.15,61.7,125h34m,,12.57,202301
Brasília,729.73,0.13,60.59,123h18m,,10.38,202301
Vitória,726.23,-0.35,60.3,122h43m,,7.19,202301
Goiânia,710.62,0.85,59.0,120h04m,,13.72,202301
Belo Horizonte,707.93,1.67,58.78,119h37m,,11.87,202301
Curitiba,695.18,-0.5,57.72,117h28m,,9.21,202301
Fortaleza,679.81,3.95,56.45,114h52m,,11.93,202301
Belém,654.81,2.4,54.37,110h38m,,16.11,202301
Natal,622.16,6.47,51.66,105h08m,,12.9,202301
Recife,608.1,7.61,50.49,102h45m,,11.97,202301
João Pessoa,600.06,6.8,49.82,101h23m,,11.4,202301
Salvador,594.83,4.23,49.39,100h31m,,10.15,202301
Aracaju,555.28,6.57,46.11,93h50m,,9.35,202301
São Paulo,779.38,-1.42,64.71,131h41m,-1.51,8.91,202302
Florianópolis,746.95,-1.8,62.02,126h13m,-2.89,5.57,202302
Rio de Janeiro,745.96,-3.15,61.94,126h03m,-0.9,6.97,202302
Porto Alegre,741.3,-2.12,61.55,125h16m,-3.18,6.52,202302
Campo Grande,719.94,-3.12,59.78,121h39m,-3.26,6.12,202302
Brasília,719.74,-1.37,59.76,121h37m,-1.24,7.27,202302
Vitória,709.21,-2.34,58.89,119h50m,-2.69,3.91,202302
Goiânia,695.18,-2.17,57.72,117h28m,-1.34,8.44,202302
Belo Horizonte,679.86,-3.97,56.45,114h53m,-2.36,5.9,202302
Curitiba,678.9,-2.34,56.37,114h43m,-2.83,3.98,202302
Fortaleza,671.32,-1.25,55.74,113h26m,2.65,10.12,202302
Belém,662.98,1.25,55.05,112h01m,3.68,15.33,202302
Natal,626.15,0.64,51.99,105h48m,7.15,12.37,202302
Recife,606.93,-0.19,50.39,102h33m,7.4,10.51,202302
João Pessoa,600.1,0.01,49.83,101h24m,6.81,9.24,202302
Salvador,596.88,0.34,49.56,100h52m,4.59,8.07,202302
Aracaju,552.97,-0.42,45.91,93h26m,6.13,6.99,202302
São Paulo,782.23,0.37,64.95,132h10m,-1.14,2.76,202303
Porto Alegre,746.12,0.65,61.95,126h04m,-2.55,1.61,202303
Florianópolis,742.23,-0.63,61.63,125h25m,-3.5,-0.43,202303
Rio de Janeiro,735.62,-1.39,61.08,124h18m,-2.27,-2.01,202303
Campo Grande,719.15,-0.11,59.71,121h31m,-3.37,0.47,202303
Vitória,699.16,-1.42,58.05,118h08m,-4.06,-0.82,202303
Brasília,693.32,-3.67,57.57,117h09m,-4.87,-1.61,202303
Goiânia,680.92,-2.05,56.54,115h04m,-3.36,2.63,202303
Curitiba,679.76,0.13,56.44,114h52m,-2.71,-3.11,202303
Belém,664.54,0.24,55.18,112h17m,3.93,13.42,202303
Belo Horizonte,654.57,-3.72,54.35,110h36m,-6.0,-2.23,202303
Fortaleza,647.92,-3.49,53.8,109h29m,-0.93,2.03,202303
Natal,615.03,-1.78,51.07,103h55m,5.25,6.9,202303
Salvador,591.4,-0.92,49.11,99h56m,3.63,5.53,202303
João Pessoa,579.57,-3.42,48.12,97h56m,3.16,2.07,202303
Recife,578.73,-4.65,48.05,97h47m,2.41,3.06,202303
Aracaju,546.14,-1.24,45.35,92h17m,4.82,4.03,202303
São Paulo,794.68,1.59,65.98,134h17m,0.43,-1.16,202304
Porto Alegre,783.55,5.02,65.06,132h24m,2.34,0.34,202304
Florianópolis,769.35,3.65,63.88,130h00m,0.02,-2.37,202304
Rio de Janeiro,750.77,2.06,62.34,126h52m,-0.26,-2.3,202304
Campo Grande,737.74,2.58,61.26,124h40m,-0.87,-3.15,202304
Brasília,717.09,3.43,59.54,121h10m,-1.6,-3.3,202304
Goiânia,704.94,3.53,58.53,119h07m,0.04,3.23,202304
Vitória,703.9,0.68,58.45,118h56m,-3.41,-3.48,202304
Curitiba,694.05,2.1,57.63,117h16m,-0.66,-6.12,202304
Fortaleza,669.79,3.38,55.61,113h10m,2.42,3.42,202304
Belo Horizonte,668.96,2.2,55.55,113h02m,-3.93,-3.53,202304
Belém,660.77,-0.57,54.87,111h39m,3.34,8.27,202304
Natal,605.94,-1.48,50.31,102h23m,3.69,1.78,202304
Salvador,585.99,-0.91,48.66,99h01m,2.68,1.76,202304
João Pessoa,585.42,1.01,48.61,98h55m,4.2,2.04,202304
Recife,582.26,0.61,48.35,98h23m,3.04,-0.08,202304
Aracaju,553.89,1.42,45.99,93h35m,6.3,0.44,202304
São Paulo,791.82,-0.36,64.85,131h58m,0.07,1.79,202305
Porto Alegre,781.56,-0.25,64.01,130h16m,2.08,1.67,202305
Florianópolis,765.13,-0.55,62.66,127h31m,-0.53,-0.9,202305
Rio de Janeiro,749.76,-0.13,61.41,124h58m,-0.4,3.62,202305
Campo Grande,724.09,-1.85,59.3,120h41m,-2.7,2.54,202305
Vitória,706.06,0.31,57.83,117h41m,-3.12,1.12,202305
Goiânia,704.89,-0.01,57.73,117h29m,0.04,4.49,202305
Curitiba,703.83,1.41,57.64,117h19m,0.74,-1.38,202305
Brasília,703.43,-1.9,57.61,117h14m,-3.48,1.02,202305
Fortaleza,672.66,0.43,55.09,112h07m,2.85,7.03,202305
Belém,669.8,1.37,54.86,111h38m,4.75,6.56,202305
